,Name,text
1091,Checkerboard, blend in a bar blender at low speed serve in a champagne flute topped with chocolate shavings     vodka    almond liqueur   dark creme de cacao    chocolate sauce   scoops ice cream   pinchs chocolate
1092,Carlitos, pour over ice in a tall glass stir     vodka    soda water    grape juice
1093,Cuba Libra, fill tall glass with ice cubes add rum rub cut edge of lime on rim of glass then squeeze juice into glass fill with cocacola garnish with lime slice enjoy     dark rum   lime  fill with cola  ice
1094,Caribbean Kiss, dip the rim of a cocktail glass into kahlua and into brown sugar shake the spirits and cream with ice strain into a frosted glass and sprinkle with cinnamon    parts dark rum   parts almond liqueur   parts coffee liqueur   parts cream  cinnamon sugar  brown sugar
1095,Coffee Flip, shake all ingredients except nutmeg with ice and strain into a whiskey sour glass sprinkle nutmeg on top and serve     brandy    red port   tsp superfine sugar   egg   tsp light cream  nutmeg
1096,Creamy Bush, pour both ingredients into an oldfashioned glass and serve     irish cream    irish whiskey
1097,Celtic Twilight, pour all ingredients into a mixing glass halffilled with cracked ice stir well strain into an oldfashioned glass  filled with cracked ice and serve     irish whiskey    irish cream    hazelnut liqueur
1098,Cocky Carrot, combine ingredients in a cocktail shaker and stir strain over ice into a collins glass garnish with an orange wheel and serve     vodka    triple sec    carrot juice    energy soda
1099,Cohutta Twister, pour the malibu vodka orange juice and cranorange juice into a hurricane glass filled with crushed ice stir and serve     coconut rum    vodka    orange cranberry juice    orange juice
1100,Apricot Crush, shake and strain into a champagne saucer filled with crushed ice     apricot brandy    white rum    orange juice    lemon juice
1101,Campari and Ale, place several ice cubes into a   highball glass or equivalent gently pour in the campari bitters until onequarter full add the ginger ale until threequarters full pouring across the side of the glass so as to not affect the campari on the bottom     bitters    ginger ale
1102,Cheaterita, combine tequila limeade and ice in a highball glass squeeze lime juice from the slice into mixture and then drop the rind in the glass as well stir and serve     tequila    lemonade   slices lime
1103,Crown Float, start with the strongbow fill the sleeve half way carefully pour in the guinness so it floats on top if youre not big on guinness make it  strongbow and top it with guinness    parts stout beer   parts cider beer
1104,Count Stroganoff, pour the vodka creme de cacao and lemon juice into a cocktail shaker halffilled with ice cubes shake well and strain into a cocktail glass garnish with a halfslice of lemon and serve     vodka    white creme de cacao   lemon juice
1105,Captain`s Saddle, build over ice in a highball glass     spiced rum    root beer schnapps
1106,Coconut Bra, build over ice into a collins glass add splash of up last     coconut rum    raspberry liqueur   splashs lemonade    sours
1107,Creamy Snatch, fill half the glass with ice pour in the buttershots first followed slowly by the kahlua until youre halfway up the glass you can allow yourself to be a little more generous with the buttershots than with the kahlua pour in the halfandhalf last    parts butterscotch liqueur   parts coffee liqueur   parts halfandhalf  ice cubes
1108,Campari and Soda, pour campari bitters into a highball glass until halffull completely fill the rest of the glass with soda water and serve     bitters    soda water
1109,Caribbean Ice Tea, mix all of the ingredients together and serve over ice garnish with an orange    parts blue curacao liqueur   parts gin   parts white rum   parts gold tequila   parts vodka   parts sours
1110,Christmas, heat water in microwave mix hot chocolate in water add godiva stir add marshmallows to taste     chocolate liqueur   packets hot chocolate   handfull marshmallows
1111,April`s Apple, pour the apple pucker into glass add grenadine then fill glass with lemonade can be served on ice     sour apple schnapps    grenadine syrup  fill with lemonade
1112,Christmas Elf`s Revenge, crush the ginger root and add the ginger syrup juice  apple juice sambuca and schnapps shake well and strain into a pina colada glass which should be about half full of crushed ice add the goldschlager then sprinkle the cinnamon powder over the top     white sambuca    cinnamon schnapps    apple schnapps   ml ginger syrup   ml apple juice  inch cube ginger   pinchs cinnamon sugar
1113,Christmas Cheer 2, shake all ingredients together in a cocktail shaker halffilled with ice cubes strain into a highball glass filled with ice cubes and serve     apple vodka    triple sec    grenadine syrup    cranberry juice
1114,Creme de Gin, pour all ingredients into a cocktail shaker halffilled with ice cubes shake well strain into a cocktail glass and serve     gin    white creme de menthe   tsp lemon juice   tsp orange juice   egg
1115,Creme de Cafe, pour all ingredients into a cocktail shaker halffilled with ice cubes shake well strain into an oldfashioned glass and serve     coffee brandy    rum   licorice liqueur    light cream
1116,Creme De Moonthe, shake ingredients in a cocktail shaker with ice strain into a cocktail glass     white creme de menthe    bourbon whiskey   dashs lemon juice
1117,Creme Dream, mix together in an oldfashioned glass     whiskey    cream soda
1118,Colorado Avalanche, pour the brandy and the schnapps over the ice cream easy and quick     blackberry brandy    vanilla schnapps   scoops ice cream
1119,Colorado Coolaid, mix ingredients in a shaker with a scoop of ice and pour into a highball glass     vodka    peach liqueur   gin    almond liqueur    orange juice    cranberry juice   splashs lemonade
1120,Colorado Motherf*cker, pour the tequila coffee liqueur and cocacola into a cocktail shaker halffilled with ice cubes shake well and strain into a highball glass filled with ice cubes fill with milk and serve    tequila    coffee liqueur   splashs cola    milk
1121,Candy Cocktail, fill a tall glass with ice pour the  proof rum dr pepper and amaretto stir and serve    pepper soda     op rum    almond liqueur
1122,Apricot Tree, shake ingredients and strain into a cocktail glass     apricot brandy    tropicalfruit liqueur   dry vermouth    apricot juice    apple juice
1123,Candied Sever St. Special, fill collins glass most of the way with ice add yukon jack and midori fill with sprite stir     canadian whisky    melon liqueur   cans lemonade  ice
1124,Cherries from Heaven, pour the cherry brandy lemon juice and bitters into a cocktail shaker halffilled with ice cubes and shake well strain into a highball glass almost filled with ice cubes top with tonic water and stir well garnish with a lime wedge and serve     cherry brandy    lemon juice   dashs bitters    tonic water
1125,Captain Plah, stir ingredients together in a highball glass ice if preferred and serve     spiced rum    lemonade
1126,Chocolate Buzz, pour chocolate milk into a large glass add  shots of kahlua and  shots of irish cream serve cold     chocolate milk    coffee liqueur    irish cream
1127,Candy Cane Cola, pour peppermint schnapps into a highball glass top with cocacola and serve     peppermint schnapps    cola
1128,Caipirissima, same as caipirinha but instead of cachaca you add white rum its great    lime   tbsp sugar      white rum  crushed ice
1129,California Rattle Snake, mix equal parts of southern comfort malibu rum an amaretto in a mixing tin over ice add a splash or sour mix grenadine and up shake well can be served over ice or as a shot     coconut rum    peach liqueur   almond liqueur   splashs sours   splashs lemonade   splashs grenadine syrup
1130,California Screwdriver, put vodka and grand marnier in a shaker with ice shake and strain into collins glass add ice and fill with equal parts of oj and soda stir and granish with orange slice     vodka    orange liqueur      club soda      orange juice
1131,Call of the Snowfields (Lumikenttien Kutsu), blend with ice and pour into cocktail glass sprinkle grated nutmeg on top    cl cloudberry liqueur   cl orange liqueur   cl cream   cl apple juice  nutmeg
1132,California Stripper, pour the raspberry schnapps into an oldfashioned glass filled with ice cubes add halfandhalf to taste and serve     raspberry schnapps  halfandhalf
1133,Amore Ade, pour the amaretto triple sec and club soda into a large red wine glass add ice garnish with a lemon wedge and serve      almond liqueur    triple sec    club soda
